,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-22,3944.7053180259995,3944.7053180259995,3944.7053180259995,3944.7053180259995,3944.7053180259995,0.0
1,2010-01-25,2442.269139756,2442.269139756,2442.269139756,2442.269139756,2442.269139756,0.0
2,2010-01-26,2448.7640270292,2448.7640270292,2448.7640270292,2448.7640270292,2448.7640270292,0.0
3,2010-01-27,2415.2035970669,2415.2035970669,2415.2035970669,2415.2035970669,2415.2035970669,0.0
4,2010-01-28,2389.2632082759997,2389.2632082759997,2389.2632082759997,2389.2632082759997,2389.2632082759997,0.0
5,2010-01-29,2417.1592466819,2417.1592466819,2417.1592466819,2417.1592466819,2417.1592466819,0.0
6,2010-02-01,2475.5326702782004,2475.5326702782004,2475.5326702782004,2475.5326702782004,2475.5326702782004,0.0
7,2010-02-02,2509.5473799479996,2509.5473799479996,2509.5473799479996,2509.5473799479996,2509.5473799479996,0.0
8,2010-02-03,2496.029296054,2496.029296054,2496.029296054,2496.029296054,2496.029296054,0.0
9,2010-02-04,2390.6737289604,2390.6737289604,2390.6737289604,2390.6737289604,2390.6737289604,0.0
10,2010-02-05,2306.7658775386003,2306.7658775386003,2306.7658775386003,2306.7658775386003,2306.7658775386003,0.0
11,2010-02-08,2353.2307971936,2353.2307971936,2353.2307971936,2353.2307971936,2353.2307971936,0.0
12,2010-02-09,2407.793258141,2407.793258141,2407.793258141,2407.793258141,2407.793258141,0.0
13,2010-02-10,2366.0577129895005,2366.0577129895005,2366.0577129895005,2366.0577129895005,2366.0577129895005,0.0
14,2010-02-11,2423.8782978525,2423.8782978525,2423.8782978525,2423.8782978525,2423.8782978525,0.0
15,2010-02-12,2390.7707646132,2390.7707646132,2390.7707646132,2390.7707646132,2390.7707646132,0.0
16,2010-02-15,2406.847947606,2406.847947606,2406.847947606,2406.847947606,2406.847947606,0.0
17,2010-02-16,2483.7492238213,2483.7492238213,2483.7492238213,2483.7492238213,2483.7492238213,0.0
18,2010-02-17,2464.156047654,2464.156047654,2464.156047654,2464.156047654,2464.156047654,0.0
19,2010-02-18,2476.2417772624,2476.2417772624,2476.2417772624,2476.2417772624,2476.2417772624,0.0
20,2010-02-19,2449.9830063486,2488.435859211,2449.9830063486,2487.1515852966,2487.1515852966,740.0
21,2010-02-22,2453.2894906241,2453.2894906241,2453.2894906241,2443.1340521544003,2443.1340521544003,1200.0
22,2010-02-23,2394.9748518542,2394.9748518542,2394.9748518542,2394.9748518542,2394.9748518542,0.0
23,2010-02-24,2395.1133008865,2395.1133008865,2395.1133008865,2395.1133008865,2395.1133008865,0.0
24,2010-02-25,2362.201857267,2362.201857267,2362.201857267,2362.201857267,2362.201857267,0.0
25,2010-02-26,2464.8016592906,2464.8016592906,2464.8016592906,2464.8016592906,2464.8016592906,0.0
26,2010-03-01,2503.974650946,2503.974650946,2445.693523451,2504.42424002,2504.42424002,1300.0
