,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-08-25,100.0,100.0,100.0,100.0,100.0,0.0
1,2010-08-26,101.720001,101.720001,101.720001,101.720001,101.720001,500.0
2,2010-08-27,101.800003,102.25,101.800003,102.25,102.25,2645.0
3,2010-08-30,0.0,103.760002,102.75,102.75,102.75,0.0
4,2010-08-31,0.0,103.5,102.610001,102.610001,102.610001,0.0
5,2010-09-01,0.0,105.730003,104.93,104.93,104.93,0.0
6,2010-09-02,106.410004,106.410004,106.410004,106.410004,106.410004,100.0
7,2010-09-03,106.050003,106.050003,106.050003,106.050003,106.050003,100.0
8,2010-09-06,108.25,108.25,107.400002,107.639999,107.639999,1429.0
9,2010-09-07,105.419998,105.739998,105.400002,105.68,105.68,8985.0
10,2010-09-08,105.900002,105.900002,105.900002,105.900002,105.900002,5000.0
11,2010-09-09,106.889999,106.889999,106.889999,106.889999,106.889999,47.0
12,2010-09-10,0.0,108.239998,107.720001,107.720001,107.720001,0.0
13,2010-09-13,0.0,109.839996,109.209999,109.209999,109.209999,0.0
14,2010-09-14,108.870003,108.870003,108.790001,108.800003,108.800003,1370.0
15,2010-09-15,107.5,107.5,107.5,107.5,107.5,1000.0
16,2010-09-16,0.0,106.620003,105.940002,105.940002,105.940002,0.0
17,2010-09-17,107.209999,107.209999,107.209999,107.209999,107.209999,500.0
18,2010-09-20,0.0,107.330002,106.389999,106.389999,106.389999,0.0
19,2010-09-21,0.0,107.410004,106.470001,106.470001,106.470001,0.0
20,2010-09-22,0.0,107.260002,106.440002,106.440002,106.440002,0.0
21,2010-09-23,0.0,107.129997,106.169998,106.169998,106.169998,0.0
22,2010-09-24,107.279999,107.279999,107.279999,107.279999,107.279999,233.0
23,2010-09-27,0.0,107.849998,106.879997,106.879997,106.879997,0.0
24,2010-09-28,0.0,107.519997,106.550003,106.550003,106.550003,0.0
25,2010-09-29,0.0,108.279999,107.330002,107.330002,107.330002,0.0
26,2010-09-30,109.230003,109.839996,108.5,109.839996,109.839996,3010.0
