,Brazil Returns,Russia Returns,India Returns,China Returns,South Africa Returns
138,-0.12484432,-0.14240909,-0.07376999,-0.030632792,-0.0058613727
139,-0.12059351,0.12454701,0.0030584717,-0.12430453,0.02972624
140,-0.1260716,0.11908002,0.022993006,0.016419897,0.07938799
141,-0.13429072,0.2221714,0.10165,0.0048683435,-0.06400973
142,-0.07200307,0.16754454,0.06235264,-0.020674877,0.092668295
143,-0.06442039,-0.027106008,0.09030731,-0.004635928,0.06236955
144,-0.16430795,0.3355581,0.046928257,-0.06238171,0.090837896
145,-0.033608332,0.041854594,0.114427835,0.006252357,0.058275677
146,-0.060147416,0.12203106,0.023817014,-0.0254464,0.11849447
147,-0.048146553,0.20904788,0.079577886,-0.0201872,-0.019919997
148,-0.1222013,0.24688748,0.025640266,-0.097892314,0.06815686
149,-0.08363761,0.2266136,-0.04839068,-0.06575543,0.09973985
150,-0.045033343,0.23324639,0.09942479,-0.062218767,0.061476942
151,-0.03709582,0.049644075,0.05409174,0.011340239,0.035316925
152,-0.11530714,0.19066155,0.072957754,-0.050258018,0.09334031
153,-0.08721555,0.016684178,0.09890076,-0.10284654,-0.105922185
154,-0.03934868,0.10484492,-0.0007306511,0.016170578,0.054553594
155,-0.08307578,0.17361638,0.014297481,0.029319191,0.04772778
156,-0.08428036,0.21337125,0.046524152,-0.023086281,0.031163324
157,-0.11371731,0.1843287,-0.015768396,0.04335469,0.01393498
158,-0.24178912,0.21599777,0.1724005,0.07247133,-0.02390298
159,-0.094654754,0.2127915,0.061451722,-0.037918568,0.124646574
160,-0.104922414,0.19306287,0.02865869,-0.059029218,0.014230636
161,-0.15028395,0.09643104,0.060180526,0.029326236,0.10176212
162,-0.28761384,0.21737806,0.058241736,-0.10795634,0.06214844
163,-0.016020034,0.16647045,0.19644366,-0.08336886,-0.06181674
164,-0.11148211,0.103015035,0.012353857,-0.015982827,0.03515016
165,-0.16730498,0.15042903,0.030500239,-0.04868384,0.033154972
166,-0.074994065,0.26592505,-0.05264801,0.08401811,0.04164776
167,-0.3165275,0.011771306,-0.007078837,-0.0066629853,0.11458525
168,-0.008686804,-0.16350757,0.09527011,-0.12661397,0.08837555
169,-0.09464634,0.16150889,0.031978305,-0.018034281,0.045735806
170,-0.20765243,0.16598986,-0.04351548,-0.044884477,0.0901267
171,-0.088184796,0.09851056,-0.17013144,0.0074796784,0.08663607
172,-0.10176589,0.14126806,-0.041880436,0.042425837,-0.039781228
173,-0.08638928,-0.04706177,0.09998195,-0.008997917,0.11800962
174,-0.11274116,-0.067172006,0.061232362,-0.050103445,0.0884498
175,-0.07406858,0.17900078,-0.09086838,-0.080098405,-0.056188416
176,-0.089016184,0.13498443,0.08292912,-0.020382738,0.08536337
177,0.003918726,0.25086415,0.053294446,-0.06342921,0.04524073
178,-0.07992476,0.20359789,-0.023489602,-0.05405807,0.070880964
179,-0.045022447,0.25283822,0.06835777,-0.0018755216,-0.032614533
180,-0.109953895,0.13144706,0.007012271,-0.03996297,0.05620286
181,-0.090922005,0.1694601,0.06931666,0.014688302,0.1271542
182,-0.09552523,-0.015462195,0.13285767,0.03692875,0.040840026
183,-0.052465707,0.1181418,-0.031969175,0.026651174,0.11610255
184,-0.069732025,0.18718915,-0.10250041,-0.03646817,0.013985058
185,-0.068789996,0.23015319,0.021178905,-0.04622115,0.018669734
186,-0.116457514,0.1721256,-0.012864686,0.037491687,0.042450853
187,-0.12001154,0.1122592,0.1199677,-0.039065428,0.06406978
188,-0.1580828,0.31627044,0.03414884,-0.03772978,0.026973633
189,-0.1109492,0.24140276,0.041837066,-0.040776707,0.041172978
190,-0.089293964,0.0695334,0.10276886,-0.015623082,0.03313462
191,-0.05513264,0.19836901,0.09666497,-0.15242432,0.024463035
192,-0.06981776,0.19302642,0.036044445,-0.0757918,0.07518963
193,-0.15526006,0.18753429,-0.0034903213,-0.021175036,0.0473658
194,-0.06167969,0.24845025,0.056657918,0.011247471,0.071440265
195,-0.14853185,0.13731606,0.040112194,-0.024861865,0.12324546
196,-0.09350243,0.139833,0.065384164,0.016839439,0.054981306
197,-0.08359707,0.07798972,0.03820661,-0.08401155,0.06461508
198,-0.118296176,0.022283623,0.06990645,-0.046712443,0.055734593
199,-0.04947711,0.08671642,-0.038880844,-0.028811006,0.085676044
200,-0.09346901,0.11982025,0.030581651,0.0040266253,0.041792594
201,-0.15598293,0.17060675,0.033763353,-0.05289857,-0.0017301289
202,-0.1557222,0.18314248,0.067524046,0.002496208,-0.035985462
203,-0.06324422,0.06800189,0.03319281,-0.004505564,0.06888256
204,-0.039319,0.10446497,0.062315155,-0.05892162,0.07118272
205,-0.033492148,0.22373408,-0.043115776,-0.052087285,0.08538435
206,-0.12710974,0.18121602,-0.060693678,-0.028451178,-0.094011314
207,0.0012909034,0.17519063,0.061276827,-0.072572574,0.021439284
208,-0.0635355,0.24427475,0.047191624,-0.065418825,0.06119501
209,-0.09158883,0.15878032,-0.09170909,-0.031948663,-0.07597561
210,-0.10884765,0.20017256,0.04261407,0.013029954,0.08140443
211,-0.08397089,0.19152695,-0.034281757,0.034669846,0.033449765
212,-0.08845237,0.21294361,0.13945886,-0.043685928,-0.060627986
213,-0.1541209,0.09249219,0.0056460146,-0.014470102,0.042290654
214,-0.17163706,0.2620985,0.045182627,-0.017317578,-0.011678483
215,-0.08222293,0.11362778,0.008424509,-0.043378554,0.04170471
216,-0.09986546,0.16003054,0.09457415,0.0139096845,0.0777302
217,-0.06746062,0.17013113,0.03945079,0.0068047345,0.075155094
218,-0.013910279,0.19467582,0.042434342,-0.0027782568,-0.08155516
219,-0.056476165,0.02865394,0.0521478,0.051467095,0.019748671
220,-0.08969281,0.26083076,0.057837892,-0.06498472,0.0899633
221,-0.087190285,-0.1050933,-0.023683961,0.05142215,0.16099319
222,-0.15882549,0.1990284,0.07804681,-0.032645997,0.08942704
223,-0.135846,-0.056479447,-0.028023584,0.0077366605,0.06728325
224,-0.05365956,0.20168145,0.0400639,0.026046947,0.03121983
225,-0.12954102,0.12867306,0.037831698,-0.11240206,0.12616397
226,-0.045304034,0.1916157,0.010697579,-0.030658385,0.05687378
227,-0.09595394,0.14127007,0.010957087,-0.040839404,0.056317218
228,-0.06293708,0.16668525,0.09801603,-0.083897315,0.11992951
229,-0.09850462,0.17536575,-0.01669436,-0.008462573,0.047371186
230,-0.27135488,-0.13904268,0.036942367,-0.072697096,0.0782781
231,-0.08369191,0.16163939,0.046757907,-0.054766316,0.030800655
232,-0.14372295,0.09223119,0.04711236,-0.09049753,0.10459423
233,-0.105697244,0.115578815,0.045801092,0.020922594,-0.0069591594
234,-0.116796575,0.11526822,0.08838687,-0.016169667,0.08381425
235,-0.14743967,0.1848006,0.059804592,-0.00949487,0.042549495
236,-0.17573461,0.11291967,0.043153428,0.057248104,0.05480308
237,-0.09685696,-0.07636279,0.07949685,0.019236973,0.045029122
238,-0.024966527,0.13891308,0.121921554,-0.016843481,0.024831342
239,-0.013285843,0.06906103,0.06795651,0.029861225,0.025938
240,-0.09182495,0.34403893,0.084434226,-0.018941479,-0.10580693
241,-0.014931831,0.20128621,-0.014699358,-0.017708063,0.058581673
242,-0.058429096,0.19868936,-0.055072863,-0.07966545,-0.033071607
243,-0.20850238,-0.041898638,0.06518491,-0.004732056,0.08246672
244,-0.03503965,0.15640171,0.08105026,-0.081791595,0.10273898
245,-0.07508105,0.23462562,-0.10464804,-0.0062669953,0.015816087
246,-0.08438479,0.23095626,0.058007654,-0.021766517,0.078093916
247,-0.08698884,0.13985854,-0.07452008,-0.09229531,0.052809734
248,-0.037904438,0.030789845,0.047129586,-0.12409504,0.0011558861
249,-0.017712042,-0.029110348,-0.027465614,0.004004816,0.09035124
250,-0.1512149,-0.005237282,0.119059496,-0.065511815,0.046680562
251,-0.12688632,0.2518078,0.077065185,-0.04384571,-0.107183546
252,-0.042210676,0.19255164,0.039192215,-0.04791553,0.032715604
253,0.0848093,0.19747767,0.020370314,0.0050603277,0.06024174
254,-0.112464435,0.07687979,0.040255357,-0.04157812,0.07623914
255,-0.1294015,0.2436861,0.08871301,-0.03394774,0.050662
256,0.0036080533,0.16762796,0.020602332,-0.017984467,0.07734626
257,-0.11112935,0.21735607,0.05129407,-0.016970584,-0.07509312
258,-0.08339765,0.1769325,0.15776697,-0.0417256,0.043861352
259,-0.049333155,0.10952696,-0.030702638,-0.056303054,0.0368319
260,-0.24443585,0.14199127,0.060862385,-0.026818926,0.062313862
261,-0.22923945,0.21591201,0.08013182,-0.026912421,0.057811327
262,-0.08189576,0.09266052,0.07132343,-0.063290685,0.09614786
263,-0.052965224,0.1921599,0.042609498,-0.0045051808,0.03803718
264,-0.09872398,0.16021487,0.008706187,-0.029784799,-0.025983062
265,-0.043185186,0.15935898,0.12643117,-0.12410799,0.073941156
266,-0.10392662,0.08997465,0.054241657,-0.019110812,-0.061367176
267,-0.11437082,0.081478976,0.09054304,-0.05073356,0.1736366
268,-0.14087726,0.101473235,0.090878,0.04923973,-0.07067856
269,-0.033267677,0.17542051,0.019993646,-0.014811126,0.053026833
270,-0.08702014,0.19325021,0.06609777,-0.050841775,0.044422373
271,-0.2698086,0.018350435,0.053000387,0.051379055,0.09995425
272,0.0136460345,0.081317864,0.076722965,0.051460113,0.063750446
273,-0.07799556,0.030318292,-0.0975526,-0.02619893,0.081413165
274,-0.028103398,0.20637244,0.12070152,-0.08018783,0.11944944
275,-0.045579035,0.22604813,0.079990394,-0.063387446,0.07943295
276,-0.0036050784,0.1443049,0.00023248674,0.037578784,0.11982965
277,-0.18605764,0.15932176,0.063302316,-0.010267754,0.036325056
278,-0.19592477,-0.032478053,0.0075561404,0.025781564,-0.032545723
279,-0.08644226,0.19716433,0.07261701,0.022308813,0.048049074
280,-0.044039376,0.12972713,-0.110498585,0.015893731,0.0536505
281,-0.1276658,0.0935021,0.08645874,-0.025615407,0.08604752
282,-0.11019521,0.014731055,0.023705523,-0.033437967,0.0144236
283,-0.13339192,0.20096228,0.05757345,-0.15920405,-0.01636588
284,-0.013100534,0.23506424,0.05069532,-0.017451517,0.09598786
285,-0.07489046,0.14053228,0.0861666,0.0638765,0.0545883
286,-0.10753496,0.17678557,0.12910178,-0.11305994,0.10747546
287,-0.13075683,0.10358786,0.02977592,0.020293549,0.060319863
288,-0.022382127,0.23502985,-0.0013422859,0.0019130231,0.085810386
289,-0.0652997,0.05478958,0.03761106,0.0047365725,0.070724115
290,-0.13228865,0.20664729,0.05273349,-0.07142819,0.09510492
291,0.000428987,0.12110166,0.03013369,0.014322115,0.02753885
292,-0.13511406,0.2773709,0.0330833,-0.05779624,0.053880055
293,-0.064810514,0.23441766,0.038700934,-0.07320965,0.059060454
294,-0.049942497,-0.0794887,0.06200596,0.015056946,0.00039063377
295,-0.02423728,0.2354939,0.030351708,-0.035070892,0.024735933
296,-0.13815595,0.23413227,-0.056040775,0.025372703,0.07568157
297,-0.32129163,0.25509277,0.0230498,-0.016728062,0.03229938
298,-0.043718275,0.08301237,-0.02307858,0.008854581,0.051641203
299,-0.1035309,0.04864185,0.063136466,-0.100719474,0.05116006
300,-0.0503355,0.16298606,-0.0059357816,-0.053066332,-0.032971893
301,-0.15318039,0.18180826,-0.0037429407,0.029004864,-0.0017720882
302,-0.06982678,0.22291063,-0.023020308,0.0013273992,0.0520853
303,-0.12385194,0.16057158,0.0109899035,0.011693615,0.055999883
304,-0.08040611,0.13513012,0.07005228,-0.05402131,0.05892344
305,-0.066948816,-0.19985011,0.03779222,-0.04911099,0.10537742
306,-0.048844077,0.1682666,0.05345641,-0.0018227273,0.053436995
307,-0.072087586,0.21041735,0.00038307338,0.012757648,-0.00067588536
308,-0.1451876,0.00010669275,-0.12282923,-0.028135529,0.058928687
309,-0.034739476,0.13299255,0.002766086,-0.04413128,0.084348716
310,-0.17800552,0.08961781,0.043762386,-0.05181418,0.125505
311,-0.19414237,0.23674503,0.08210487,-0.02334544,0.043966617
312,-0.05831809,-0.08598374,-0.092226,-0.06890557,0.080912866
313,-0.116850466,-0.05947625,0.057479303,0.024446934,0.031319913
314,-0.13503565,0.12140767,0.07929651,0.04664636,0.026697744
315,-0.061995223,0.17778611,0.045002475,0.063684106,0.0277277
316,-0.078060485,0.080808155,-0.07407708,-0.03256475,0.046228793
317,-0.07074799,0.14954041,0.0024625997,0.00908284,0.041515574
318,-0.08489393,0.15037172,-0.040045604,-0.14074239,-0.07510854
319,-0.03277398,0.18177685,0.061923813,-0.04955863,0.05903978
320,-0.0067693503,0.15482435,0.0666276,-0.03086082,0.0063541047
321,-0.10529737,0.16779883,0.07832658,-0.01012449,0.105999924
322,-0.06227408,0.20111552,0.056461196,-0.013273387,0.08979128
323,-0.18331918,0.0064904876,0.05898898,-0.052696496,-0.024756392
324,0.008590043,0.014478294,0.045586888,-0.030269675,0.026887847
325,-0.16479923,0.12476688,0.08035495,-0.032514945,0.0684517
326,-0.10988615,0.14153938,0.12911895,-0.08612466,0.09794349
327,-0.10320465,0.177557,-0.012732387,-0.009186729,0.017818185
328,-0.11981802,0.13045962,0.07850089,0.009246324,0.15847443
329,-0.068773426,0.16531679,0.05609372,-0.053455684,0.035519674
330,-0.06510994,0.10736723,0.06897018,0.06370119,0.096620545
331,-0.11798611,0.18522546,0.03326494,0.0055669937,0.08092284
332,-0.095946506,0.0065338593,0.07139698,0.013765066,0.092364535
333,-0.07949886,0.116421916,0.035248503,-0.05447376,0.04901013
334,-0.0034586175,0.08261148,0.054918062,0.028599834,-0.05784894
335,-0.052979935,0.018330917,0.090206176,-0.042090207,0.050916523
336,-0.07363313,0.22764328,0.06800921,0.011243313,0.077309534
337,-0.035507493,-0.11784124,0.06124496,-0.02220757,0.036002237
338,-0.10448747,0.083391204,0.10475933,-0.018160067,0.16341163
339,-0.07911013,0.07189024,-0.050982386,0.0013125606,0.076048896
340,-0.09261709,-0.010562406,0.05926638,0.013108538,-0.0014011896
341,-0.05494386,0.14746796,0.04440018,-0.029868826,0.008526557
342,-0.119430915,0.1553036,0.13624534,-0.02470286,0.017441127
343,-0.08948279,-0.0004942682,-0.014224576,-0.14160258,0.050288714
344,-0.17338547,0.16806976,0.07653421,0.050176904,0.103088304
345,-0.037276506,0.23281285,-0.100394756,-0.14488596,0.066823095
346,-0.07006674,0.15666945,0.030064609,-0.0058839708,0.057653442
347,-0.071574256,0.1852883,0.0077347415,-0.06457072,0.061537415
348,-0.09841566,0.20059519,0.08503402,-0.07961996,0.035537872
349,-0.10416492,0.22377132,0.06776409,0.0083525125,0.09513518
350,-0.026228724,0.106215775,0.03314223,-0.05819482,0.038311586
351,-0.09221715,0.19386292,0.081276566,-0.034789577,0.036959276
352,-0.2102781,0.19567196,-0.0089184195,-0.04669934,0.06812356
353,-0.11751162,0.115168154,0.0150198275,-0.061285116,0.049023036
354,-0.04501992,0.067326255,-0.020130843,-0.07756335,0.14474045
355,-0.062612206,0.14101692,0.01932608,-0.04927558,0.125606
356,-0.0905555,0.20504002,0.033328608,-0.014830094,0.039985877
357,-0.085598715,0.10044217,0.16208631,-0.01156532,0.09099041
358,-0.25446495,0.11541843,0.016136097,-0.028699676,0.03258352
359,-0.04621849,0.050962716,-0.08582153,-0.0913363,0.040455166
360,0.04629186,0.25541204,0.015365052,-0.021331035,0.04165686
361,-0.02123215,0.00885782,0.047453374,-0.06759991,0.09738179
362,-0.067377865,-0.06221405,0.034915783,-0.008652867,0.024365563
363,-0.06893591,0.20185763,0.05048959,-0.03681629,0.030147552
364,0.024378344,0.11791327,0.050660156,-0.026637387,-0.044409078
365,-0.114188254,0.049567394,0.10750116,-0.08809572,0.056027964
366,-0.044056483,0.18485324,0.027774986,0.023690678,-0.008910027
367,0.0013227585,0.11026461,-0.019348098,0.016101917,-0.054345436
368,-0.13284323,0.058557086,-0.038755074,0.0045841606,0.02995312
369,-0.13047333,0.13596761,0.012584957,-0.069566794,0.1135852
370,-0.12154321,0.12464819,-0.057661355,-0.015230597,0.006505788
371,-0.07285472,-0.060873788,0.11478493,-0.079320826,0.11096158
372,-0.05843395,0.13721512,0.020081697,-0.05697738,-0.04180994
373,-0.07468649,0.12496606,0.060106263,0.03314026,0.074647985
374,-0.1964313,0.2587185,0.09346132,-0.08514606,0.049217023
375,-0.03421979,0.14290652,0.00032824653,0.021951485,0.065899804
376,-0.047860876,0.14432995,0.047451586,0.018492358,0.061562553
377,-0.051317982,-0.08175235,-0.014685339,-0.0730286,0.028960245
378,-0.1298698,0.11835672,0.05743517,-0.026358966,0.040815845
379,-0.058362648,0.14894941,0.019470233,-0.073536225,0.09246462
380,-0.081311844,-0.071804725,0.09044591,-0.030220795,0.08435453
381,-0.10681248,0.24369249,-0.0006791493,-0.034307636,0.020945722
382,-0.09953692,0.16607967,0.02373679,-8.849634e-05,0.08044092
383,-0.097740375,0.13461335,0.027350456,-0.041439403,0.074291825
384,-0.07185056,0.19701746,0.10610896,0.021102188,-0.0051312475
385,-0.07363901,0.32296556,-0.11703686,-0.019793605,0.031479936
386,-0.33087552,0.043422185,0.08009184,-0.02195796,0.09768501
387,-0.0103826085,-0.17725056,0.18097398,-0.06836166,0.0594007
388,-0.15023552,0.20672871,-0.029978117,-0.056795597,-0.014592148
389,-0.07736886,0.13821056,-0.04792363,-0.031560883,0.069146216
390,-0.09244277,0.12938611,0.050101902,0.021107776,0.15204105
391,-0.059190772,0.1791555,0.023525063,0.01260647,-0.00090838433
392,-0.019175468,0.1482143,0.044980958,-0.046582177,0.027908998
393,-0.032055836,0.27479073,0.060874376,-0.022083484,0.092689104
394,0.047480732,0.14918888,0.031828403,-0.029966075,0.11227152
395,-0.028178543,0.13073508,0.040888444,0.015782256,0.00022194219
396,-0.021762282,-0.110282384,0.061086174,-0.06585905,-0.0036242122
397,-0.1767818,0.19531837,-0.0041596848,0.005017784,0.04931557
398,-0.03196536,-0.052777726,0.005399178,-0.052145593,0.051205643
399,-0.1626859,0.069939815,0.045983814,-0.07751793,0.06410318
400,-0.12566464,-0.06926991,0.045187015,-0.06342521,0.037924577
401,-0.10395874,0.22133812,0.02322678,-0.035583764,-0.045062352
402,-0.06374685,0.21727043,0.04004596,-0.03398615,0.05690412
403,-0.061294533,0.1880692,0.07360551,0.0044901404,0.07175906
