Date,Open,High,Low,Close,Adj Close,Volume
2010-08-25,100.000000,100.000000,100.000000,100.000000,100.000000,0
2010-08-26,101.720001,101.720001,101.720001,101.720001,101.720001,500
2010-08-27,101.800003,102.250000,101.800003,102.250000,102.250000,2645
2010-08-30,0.000000,103.760002,102.750000,102.750000,102.750000,0
2010-08-31,0.000000,103.500000,102.610001,102.610001,102.610001,0
2010-09-01,0.000000,105.730003,104.930000,104.930000,104.930000,0
2010-09-02,106.410004,106.410004,106.410004,106.410004,106.410004,100
2010-09-03,106.050003,106.050003,106.050003,106.050003,106.050003,100
2010-09-06,108.250000,108.250000,107.400002,107.639999,107.639999,1429
2010-09-07,105.419998,105.739998,105.400002,105.680000,105.680000,8985
2010-09-08,105.900002,105.900002,105.900002,105.900002,105.900002,5000
2010-09-09,106.889999,106.889999,106.889999,106.889999,106.889999,47
2010-09-10,0.000000,108.239998,107.720001,107.720001,107.720001,0
2010-09-13,0.000000,109.839996,109.209999,109.209999,109.209999,0
2010-09-14,108.870003,108.870003,108.790001,108.800003,108.800003,1370
2010-09-15,107.500000,107.500000,107.500000,107.500000,107.500000,1000
2010-09-16,0.000000,106.620003,105.940002,105.940002,105.940002,0
2010-09-17,107.209999,107.209999,107.209999,107.209999,107.209999,500
2010-09-20,0.000000,107.330002,106.389999,106.389999,106.389999,0
2010-09-21,0.000000,107.410004,106.470001,106.470001,106.470001,0
2010-09-22,0.000000,107.260002,106.440002,106.440002,106.440002,0
2010-09-23,0.000000,107.129997,106.169998,106.169998,106.169998,0
2010-09-24,107.279999,107.279999,107.279999,107.279999,107.279999,233
2010-09-27,0.000000,107.849998,106.879997,106.879997,106.879997,0
2010-09-28,0.000000,107.519997,106.550003,106.550003,106.550003,0
2010-09-29,0.000000,108.279999,107.330002,107.330002,107.330002,0
2010-09-30,109.230003,109.839996,108.500000,109.839996,109.839996,3010
2010-10-01,110.379997,111.019997,110.379997,110.820000,110.820000,3000
2010-10-04,111.110001,111.769997,111.050003,111.769997,111.769997,4000
2010-10-05,111.500000,112.070000,111.500000,112.000000,112.000000,2286
2010-10-06,114.940002,114.940002,114.029999,114.029999,114.029999,3760
2010-10-07,115.370003,115.550003,114.570000,114.570000,114.570000,995
2010-10-08,113.949997,113.949997,113.949997,113.949997,113.949997,70
2010-10-11,115.629997,115.629997,115.629997,115.629997,115.629997,140
2010-10-12,113.150002,113.150002,113.150002,113.150002,113.150002,500
2010-10-13,114.260002,114.260002,114.260002,114.260002,114.260002,350
2010-10-14,115.209999,115.209999,114.620003,114.620003,114.620003,3950
2010-10-15,114.050003,114.480003,114.050003,114.120003,114.120003,1200
2010-10-18,114.320000,114.320000,114.320000,114.320000,114.320000,220
2010-10-19,115.059998,115.099998,113.029999,113.029999,113.029999,700
2010-10-20,112.000000,113.720001,111.940002,113.720001,113.720001,3695
2010-10-21,113.129997,115.480003,113.129997,115.480003,115.480003,2735
2010-10-22,115.400002,115.989998,115.400002,115.989998,115.989998,2460
2010-10-25,117.720001,117.720001,117.720001,117.720001,117.720001,550
2010-10-26,115.930000,115.930000,115.300003,115.300003,115.300003,1110
2010-10-27,115.550003,115.550003,113.720001,113.720001,113.720001,2244
2010-10-28,114.309998,114.599998,114.309998,114.599998,114.599998,460
2010-10-29,114.160004,114.209999,114.160004,114.209999,114.209999,2875
2010-11-01,115.500000,115.500000,115.500000,115.500000,115.500000,30
2010-11-02,115.970001,115.970001,115.970001,115.970001,115.970001,680
2010-11-03,116.360001,116.550003,115.750000,115.989998,115.989998,1005
2010-11-04,116.769997,118.970001,116.769997,118.970001,118.970001,12275
2010-11-05,118.580002,120.370003,118.500000,120.349998,120.349998,8185
2010-11-08,119.930000,119.930000,118.000000,119.019997,119.019997,18640
2010-11-09,119.430000,120.660004,119.430000,120.660004,120.660004,1800
2010-11-10,119.400002,119.400002,119.000000,119.000000,119.000000,1720
2010-11-11,119.699997,119.699997,117.800003,117.800003,117.800003,960
2010-11-12,115.589996,116.559998,114.610001,116.330002,116.330002,10540
2010-11-15,116.029999,116.050003,116.029999,116.050003,116.050003,2000
2010-11-16,0.000000,112.870003,112.190002,112.190002,112.190002,0
2010-11-17,112.260002,112.260002,112.260002,112.260002,112.260002,85
